Country,Country Code,Continent,Region,Year,Emissions_Per_Capita,Emissions
Afghanistan,4,Asia,Southern Asia,2020,0.287,0.014
Afghanistan,4,Asia,Southern Asia,2020,0.265,0.011
Afghanistan,4,Asia,Southern Asia,2020,0.445,0.011
Afghanistan,4,Asia,Southern Asia,2020,0.423,0.011
Afghanistan,4,Asia,Southern Asia,2020,0.556,0.007
Afghanistan,4,Asia,Southern Asia,2020,0.638,0.011
Afghanistan,4,Asia,Southern Asia,2020,0.588,0.011
Afghanistan,4,Asia,Southern Asia,2020,0.663,0.011
Afghanistan,4,Asia,Southern Asia,2020,0.8,0.011
Afghanistan,4,Asia,Southern Asia,2020,0.721,0.025
Afghanistan,4,Asia,Southern Asia,2020,0.828,0.036
Afghanistan,4,Asia,Southern Asia,2020,0.75,0.039
Afghanistan,4,Asia,Southern Asia,2020,0.904,0.036
Afghanistan,4,Asia,Southern Asia,2020,0.9,0.036
Afghanistan,4,Asia,Southern Asia,2020,0.918,0.039
Afghanistan,4,Asia,Southern Asia,2020,0.968,0.043
Afghanistan,4,Asia,Southern Asia,2020,1.069,0.039
Afghanistan,4,Asia,Southern Asia,2020,1.244,0.039
Afghanistan,4,Asia,Southern Asia,2020,1.255,0.05
Afghanistan,4,Asia,Southern Asia,2020,1.162,0.054
Afghanistan,4,Asia,Southern Asia,2021,3.292,0.237
Afghanistan,4,Asia,Southern Asia,2021,2.948,0.226
Afghanistan,4,Asia,Southern Asia,2021,3.088,0.226
Afghanistan,4,Asia,Southern Asia,2021,3.235,0.215
Afghanistan,4,Asia,Southern Asia,2021,3.098,0.197
Afghanistan,4,Asia,Southern Asia,2021,2.779,0.197
Afghanistan,4,Asia,Southern Asia,2021,3.145,0.23
Afghanistan,4,Asia,Southern Asia,2021,2.937,0.201
Afghanistan,4,Asia,Southern Asia,2021,2.919,0.19
Afghanistan,4,Asia,Southern Asia,2021,2.797,0.201
Afghanistan,4,Asia,Southern Asia,2021,2.256,0.208
Afghanistan,4,Asia,Southern Asia,2021,2.055,0.23
Afghanistan,4,Asia,Southern Asia,2021,2.098,0.23
Afghanistan,4,Asia,Southern Asia,2021,2.037,0.219
Afghanistan,4,Asia,Southern Asia,2021,1.79,0.24
Afghanistan,4,Asia,Southern Asia,2021,1.929,0.258
